f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,label
-7.54769075332296,-0.8587772702860057,2.511744605804988,2.2305097455670344,6.524678336460125,-4.1529440449391,1.5193685371428653,-0.13357206611248834,0.915861558078243,0.8821328443941724,-2.0976383333175925,-1.7746679393546179,-0.11970768893512136,0.08275510507909861,-0.34642794576620944,0.15249499408521316,0.16453298667680089,-0.9389784630539829,0.2813542963816647,-0.05771839247004126,-0.7778043210177965,-1.168523494486566,1.4361805641284402,1.1723963001759088,0.9138303076061739,1
-2.146985103465323,-7.1040351725259585,-1.5855191395512436,-2.141273786110901,0.6977896709291357,5.366688751376721,-0.3788956220263138,-4.708624817014142,-2.3541327962510286,0.8377013094546429,-2.4300844578146377,1.8033228314975411,-2.408117960884659,-0.1460868470386852,0.6630139767423893,5.163403108457082,0.597671673418664,1.3422312895184192,0.5189981054039102,-0.0008570008280763508,1.007941961011603,-0.6671793561557328,1.6352753834671516,-0.5749999880953105,-2.0821879918449113,8
-0.7272937884619841,6.716747905698328,9.984537321051809,5.262708304247539,3.0606178816911265,5.762735992983779,-3.7301625815945907,1.2988514032659495,-5.903792392847854,5.217592405283213,5.269270369017338,-1.5362081625896908,0.16205745194856447,2.551637422809113,-5.239852200009816,2.621894443236323,3.22070736791699,0.9700580850934261,2.981662048596635,3.986877247721506,4.462095052135517,2.0949183211043367,-0.41311655173154693,-1.5130749008473583,0.03253636617681742,2
-7.421836857981294,-0.7841210559213403,2.9597898133712324,2.226751801422475,5.658200794759577,-4.7735845355898645,1.4415136736276293,-0.027584584422318145,0.1445579621894626,1.102831047716857,-1.781108344181199,-1.6133941301464798,-0.5967148910943357,1.6905267064074063,0.7686030546529165,0.47831213273408874,0.6780381876376136,-0.8698518546344739,0.7493794128468092,-0.25233324030694865,0.0781884085537066,-1.4978826065064776,1.0663815649265973,1.3981473228813606,0.9012994939298568,1
-7.432091598912104,-0.4540026433685137,-3.031106588436077,0.20806237985385057,3.152542088805262,0.07846154173006398,-3.967573075726378,0.8902098361774473,1.3052392181547254,-1.137395058461073,-1.197402790946641,-2.7931995475458873,1.0401379659506342,-1.7102834945926655,-1.4085288343730404,0.12105292584788169,-1.2835700223385278,2.9945410788454745,-1.5999036975314123,1.7594453968395052,-0.45638596827426714,1.7973980140191732,1.8278362133611699,-0.6668122295108477,-1.5966948044423699,7
-3.533534129457638,-2.1547498942900716,-3.835971070929579,3.0591901112105644,-2.1935237050850787,2.602880319855708,-2.712049941019696,0.8547361780275594,-0.3775533727652389,-1.0640306172745069,-0.28274572836603895,-3.256288612112441,-0.5214148803671119,-3.919852910295326,-1.6517410052080475,0.8210471518589187,0.7064214667038934,1.4539404177517645,2.1061922871986734,-0.8792144861376275,1.0280546628515825,-0.5015777735373104,2.7296185273419438,1.5558487308038274,-0.09057964497257272,9
2.1303531327483514,4.060194879277284,8.35062144496724,4.319377609655791,-0.23141547532584475,9.484531000576462,-4.488968388359541,0.7559349979088207,1.3039738997569763,-1.0083216326094453,5.572064564096523,-2.1047997141437635,-8.5914651595797,-1.8484313516856188,1.0369639512972484,-9.471729303052557,-10.94774616768846,1.2220759016423774,3.5576289892286614,2.4811514362783087,3.912704832713902,-8.647784229391618,-0.15532549283653158,-1.3423580227991319,2.1375117318445143,2
-4.212441407621745,-0.16397127483909843,6.8035817193240495,-0.6512573880800344,3.156644221576757,-1.1847161418567993,0.41099200621553345,-2.538307070587792,3.057030342265922,0.526170286605059,-0.9309674196959916,2.9777748559036983,-1.345563353253791,-4.6190463995476145,2.514230198132892,1.1238139950736528,0.9641395282428509,1.212359812987098,1.9721633346460248,-0.5699364224229098,-0.7413035792694345,0.22303376795189217,-0.43287690177030164,-0.11438993636625783,-1.813624709464573,2
7.715281021283728,-2.7186590088656972,4.457073357086525,3.850258222523982,1.1911182447993593,4.606714809433919,6.405859282692131,2.4594885186699305,5.291588070130084,6.550075796374676,0.524746067135409,-4.925886826894726,1.8917387525547034,-1.7653498011367377,6.17861464792991,-2.5459284850198514,3.2498860406475436,0.5791939626434225,-2.2366806209033094,1.7330802079089331,4.13175109924219,1.67118720369489,-2.778417902050274,-2.5335051880040984,0.9533110837024286,2
-5.153389379677778,-7.824080515125278,5.09971265110063,-0.923361140855609,4.1770357764456225,4.778524837004184,2.7321555407818887,-2.3686055157452106,-3.399450496565876,-5.192996074780144,0.9499450386312795,3.4891882648590267,1.2290920913991397,-4.264409153365031,-0.7040092976472343,2.8275993326687767,-0.19067843165671705,-0.17632903084452206,-1.9303032632550559,-0.10310065936749141,-2.6019685686081107,-1.1895160043737867,-1.315785726540344,0.23647568987860276,-0.24468389263477133,1
